user_id;quantity_total;number_order;avg_quant_for_order;ratio_reordered;max_quant_for_order;stdev_quant_for_order;recipes_1;recipes_2;recipes_3;recipes_4;recipes_5;recipes_6;recipes_7;recipes_8;recipes_9;recipes_10;recipes_11;recipes_12;recipes_13;recipes_14;recipes_15;recipes_16;recipes_17;recipes_18;recipes_19;recipes_20
117526;472;38;12.421052631578947;0.5981308411214953;28;5.1393110220085760;46141;42309;28242;35944;32412;24486;21014;11946;2530;16945;33361;49607;21855;24031;5659;38307;31770;25047;30013;22941
117565;279;39;7.153846153846154;0.6041666666666666;16;4.1392756901257975;27923;8717;40267;24913;17798;8910;14411;234;20626;7883;44928;42561;39137;48483;3914;2000;48043;21827;42266;9525
117658;394;36;10.944444444444445;0.5703703703703704;24;5.2965996879099948;44449;8491;8248;30086;37627;36443;11554;33914;33436;39123;16045;48217;9791;455;47161;4636;17296;19553;22953;37193
117661;337;27;12.481481481481481;0.7126436781609196;24;5.5841146283306347;28242;44449;16797;20774;44876;5659;28950;16110;8868;32412;30719;48946;25383;40115;25023;33711;11399;9465;36209;8051
11767;277;28;9.892857142857142;0.4782608695652174;22;6.5338961532763085;25444;20283;11703;48483;34877;8248;4468;6882;29290;379;38558;30146;9840;2992;47173;455;3050;37587;28563;9622
117674;243;22;11.045454545454545;0.5111111111111111;20;3.8849805138602167;7883;24746;39872;39129;8248;44054;15277;7289;19246;6183;2000;48167;45912;8051;13562;18324;15357;27287;29066;26917
117675;543;24;22.625;0.6457142857142857;33;6.0635224373153009;7883;21855;27923;27134;7167;5882;31869;8248;17866;16468;18719;45912;41440;6882;38254;41883;2468;7043;45140;28950
11770;321;29;11.068965517241379;0.48484848484848486;22;4.3665206358214073;41383;48590;38634;7167;40651;42411;34537;43593;4350;47357;10620;11946;27134;2000;16029;24380;29290;30074;23023;18448
117703;318;26;12.23076923076923;0.5904761904761905;18;3.7449453112983352;28242;9870;24486;43450;45912;44913;20424;28950;34974;5659;16797;47605;6715;1861;24031;25047;22543;13007;34406;11662
11773;137;16;8.5625;0.4634146341463415;28;6.9375187687433803;5608;27923;8491;7883;30074;45912;44449;28950;24583;41372;39379;20774;30976;30087;39880;41105;12013;17866;3314;461
117730;338;29;11.655172413793103;0.6022727272727273;29;5.3403842964245126;42155;40115;18719;42266;30086;16468;30510;15732;39137;38125;14226;7883;991;8557;8248;17866;29358;14068;23613;10835
117736;348;42;8.285714285714286;0.5652173913043478;17;4.0742242373105216;44449;7167;7883;31851;43450;33219;5524;30719;11554;36229;25282;38634;16797;683;31026;39039;25121;39379;5659;44876
117773;480;42;11.428571428571429;0.6435643564356436;20;3.6031345238850774;10420;16797;26891;23983;11399;5467;6231;40326;29467;20774;28950;23463;15894;30660;13425;18580;11317;35612;21663;234
117789;411;69;5.956521739130435;0.6190476190476191;17;3.4403949098250149;991;11180;41883;38535;15894;35688;29654;17866;5882;38350;6649;8248;35957;11030;25702;35944;38043;7499;48388;4934
118017;278;46;6.043478260869565;0.5346534653465347;16;3.3596066022287685;30086;11399;15357;25780;31851;31073;15720;8248;8561;38588;28230;30074;27852;28950;10501;35271;45359;49607;35612;44449
118048;293;38;7.7105263157894735;0.5353535353535354;17;4.2228970121191019;9585;38679;31264;35516;25180;39767;35944;19014;44051;6882;47325;19354;3789;9870;8256;7547;3418;40540;39176;30510
118068;404;40;10.1;0.7263157894736842;20;5.0015382249248696;7883;25383;3314;30510;21014;32582;2468;5659;4263;47004;8910;40864;40232;21746;11594;14634;48331;17866;15384;14028
11808;610;44;13.863636363636363;0.6144578313253012;28;6.2117327436591261;7883;21855;2000;24486;8248;5467;17866;11554;16945;16468;25498;19096;11180;41883;991;5608;683;25047;36502;11594
118091;426;55;7.745454545454545;0.6804123711340206;19;4.6116526394927087;11946;7883;7167;25282;44449;34795;37250;8532;10620;18544;17507;38350;48590;7406;23023;24486;21827;24568;20249;44913
118101;357;58;6.155172413793103;0.5877192982456141;15;3.2433560923342646;40864;11946;12666;23023;30074;12876;31770;15894;34537;46712;7209;5467;43268;8597;7883;45864;8491;31390;26864;19143
118134;332;37;8.972972972972974;0.6415094339622641;22;4.8389994746761356;49607;28950;46141;21014;11375;47357;15720;33296;32412;9213;38588;11399;17384;1889;25383;30719;30074;45912;49364;8685
118135;399;27;14.777777777777779;0.616822429906542;24;4.3353052712435136;39379;5467;27923;234;12895;27387;25144;17866;29268;31711;11399;27594;16956;31869;23161;16026;25383;24492;10949;3458
118218;373;74;5.04054054054054;0.6086956521739131;18;3.4340725819839554;26029;13424;30592;44449;25383;25023;45110;16029;23688;27666;13010;47607;47913;2468;455;16797;234;30995;5608;37430
118221;783;79;9.91139240506329;0.6864406779661016;26;5.2359454694857888;27134;32412;25213;15357;11399;37859;16679;16425;20019;35612;28950;34974;35624;35116;49607;27639;27448;46141;15277;14903
118335;698;72;9.694444444444445;0.7319587628865979;21;5.0032071091602634;23161;29654;5467;59;21014;1822;25383;8597;3314;33711;11662;15384;39052;43473;40686;11399;24486;34444;41105;38307
118490;147;31;4.741935483870968;0.3625;10;2.3233272396211411;3314;7883;21014;334;43450;4241;16797;46141;41105;26044;44820;31851;1822;19284;35282;7895;32412;6022;27923;31326
118564;379;54;7.018518518518518;0.5426356589147286;18;4.2091129381457191;39921;5874;7167;9465;35944;39943;20831;2753;25433;1927;11946;26683;30074;38254;46377;45318;44449;4636;16797;24690
118611;478;40;11.95;0.6036036036036037;18;2.9867227558835823;28242;31851;17657;45535;16797;39379;26400;35233;8004;30086;23983;4720;47120;13656;24486;11554;48217;25383;8491;26388
118617;393;48;8.1875;0.5849056603773585;18;3.3685418905047190;36209;41105;8248;17696;2000;22631;6882;46141;28950;46945;30237;5659;30013;22078;234;24132;18544;9709;29467;42288
118708;464;46;10.08695652173913;0.6632653061224489;18;3.2851591333451362;47161;10265;2000;8248;44652;28751;234;46945;15277;1962;21036;22543;7289;1133;47427;3314;41383;10949;37580;35775
118713;480;53;9.056603773584905;0.6448598130841121;19;3.9194539177112938;35944;9870;47357;40112;33462;14634;2992;15894;11898;26885;28563;25047;29654;17866;33075;34016;521;8117;5467;39052
118755;293;74;3.9594594594594597;0.5578947368421052;16;2.9257439713695358;3314;33462;43861;683;9585;14634;234;25047;18544;22854;15384;20018;36443;32412;27852;27923;37580;24486;26615;34472
118778;251;26;9.653846153846153;0.494949494949495;16;3.5882286180488299;28242;10039;7883;44152;10701;21855;24031;33751;25683;20774;12730;33573;18544;8532;23161;45786;43450;8248;30074;8491
118800;273;74;3.689189189189189;0.5894736842105263;13;2.7344863817427067;28950;7167;21014;33263;30510;41105;38588;11375;15720;11399;6882;42292;30976;48941;8910;47505;32305;22078;49607;30013
118823;395;37;10.675675675675675;0.5735294117647058;22;5.1696445937051829;24486;23983;23161;7883;8491;3098;45325;25047;19553;26885;35749;30013;21855;20774;5659;41105;28403;39880;31073;41653
11883;215;27;7.962962962962963;0.5106382978723404;23;6.8527449945342312;5608;5659;44876;18544;4646;17507;48483;2217;3039;30086;45786;32024;38254;44152;33436;28027;7883;38350;27594;36909
118832;226;21;10.761904761904763;0.45544554455445546;16;4.1581818371105647;31231;2000;7883;39526;6268;44876;455;43902;29467;23023;19143;21827;35944;26388;11554;33209;30510;30086;32400;18321
118853;487;63;7.73015873015873;0.5689655172413793;21;4.1628400246913831;8248;46141;45058;24486;40074;21014;7883;30510;48483;6882;26388;24568;26023;48217;3665;19886;27826;42155;25282;21855
118860;782;38;20.57894736842105;0.6727272727272727;31;5.0651516289428174;16468;27448;45786;8491;24486;45058;10265;41383;46004;28027;24380;18041;48217;2468;15971;16198;11007;39379;21855;24572
11888;411;53;7.754716981132075;0.638095238095238;18;4.5102688832406847;10039;3702;11554;45636;46141;40864;455;44876;4438;11594;30976;33445;21959;29654;39640;10459;24842;545;42217;48483
118918;312;33;9.454545454545455;0.591304347826087;15;3.3456212903109369;5467;12488;16468;8634;48217;41883;25282;5608;18544;12013;6649;28253;26405;1651;8256;13418;30086;24486;9870;45058
11895;310;55;5.636363636363637;0.56;13;2.4370871833797697;1822;21014;11399;15720;59;38588;40112;47282;48167;46943;28950;234;32305;22926;45444;29128;46141;49607;34845;30013
119021;248;52;4.769230769230769;0.51;12;2.2017407072086824;40112;30086;9870;8557;19096;16797;28950;40864;13287;34974;11594;44449;22854;29654;33403;4720;3314;14361;27594;32024
119026;195;26;7.5;0.4090909090909091;17;3.8183766184073566;8248;41883;39597;17866;26023;455;47161;37587;17357;28751;683;25047;42289;43041;37455;42973;16462;36229;31073;3702
119047;381;26;14.653846153846153;0.6198347107438017;27;5.2531309345365279;44449;7883;30074;5608;2468;11946;26029;12462;26891;27923;28242;40112;36209;9213;8532;22946;30719;19121;4720;48590
119078;786;68;11.558823529411764;0.6457142857142857;31;7.0146591771360069;44449;11946;16246;30510;13788;30086;14713;5271;26891;41105;3314;9637;8353;8412;11554;23875;991;9890;22543;35749
119104;208;14;14.857142857142858;0.41414141414141414;20;3.8800702384035595;21014;42309;30510;2530;44995;19284;44820;20310;30074;11020;1861;15277;14707;40232;30013;44449;16797;27826;22078;33751
11912;419;37;11.324324324324325;0.5544554455445545;17;3.4885053632852092;8248;7883;7167;32061;15894;44449;46094;24304;11294;33436;26388;34133;37099;33209;17411;11361;11946;31869;17680;2453
119136;259;27;9.592592592592593;0.5729166666666666;18;4.1994437292726801;28242;1962;13054;19522;26917;25785;20088;49296;24031;7450;20626;15852;22298;38128;43390;31711;20594;9958;31281;38214
119262;479;44;10.886363636363637;0.6761904761904762;27;5.8238319882603193;24486;26891;9465;7883;7167;8491;29290;47913;44449;5659;2992;46945;37914;25047;25282;17798;21746;20712;19843;20626
119278;440;64;6.875;0.644927536231884;17;3.9460649476951810;28242;4646;25383;30510;2000;7883;8248;45003;43450;41383;2468;48217;45724;6949;20774;42155;40864;30592;40193;39706
119290;165;42;3.9285714285714284;0.3977272727272727;12;2.4334343606221323;47357;8491;24486;25213;17866;26023;17946;4636;25047;12730;6715;45883;12013;18544;16573;33340;22652;38125;25922;35957
119392;358;54;6.62962962962963;0.48739495798319327;17;3.7381071604832925;21855;31869;47357;9465;17866;16679;991;44449;47605;26885;29595;3232;47586;8353;38350;49175;47913;5005;39176;8248
119439;525;74;7.094594594594595;0.6058823529411764;25;6.4002759335184808;11946;21014;16468;49607;5608;44449;35944;15720;30510;7883;5005;42116;44820;19284;45286;19522;10039;8491;20310;15357
119687;291;34;8.558823529411764;0.5094339622641509;18;5.0942104778029012;8248;32582;31851;32412;48483;40320;40368;43450;39501;40916;37859;36229;46945;28950;42292;39672;46141;27448;28315;9622
1197;583;60;9.716666666666667;0.7710843373493976;23;5.3554713561298863;23161;38043;47337;46141;49607;9791;16797;13509;12020;26421;33462;15162;16246;33361;19522;23406;15357;27923;11399;16501
119780;193;25;7.72;0.5222222222222223;18;4.6054315758677818;7883;23161;21014;27134;5882;14707;22078;28950;45444;16797;14090;30087;41105;12322;8491;49102;47159;2000;2468;44820
119783;424;25;16.96;0.6403508771929824;31;5.8057442818872643;8248;38634;19096;40112;31851;27134;30074;41383;8051;379;11554;45724;12236;13287;19843;11898;21855;16797;28315;29701
11980;200;72;2.7777777777777777;0.5647058823529412;7;1.7051886205378845;44449;30510;35944;8532;7883;35775;11554;10985;21746;31026;39039;39471;26852;2468;34636;2530;40587;29439;41440;11841
11981;565;40;14.125;0.7090909090909091;23;5.0239809529281274;4345;8248;23023;21506;40866;1059;25047;29654;3232;17866;7883;25637;24486;38350;36461;40651;16468;6589;8117;26864
119825;399;62;6.435483870967742;0.6666666666666666;20;3.9030083720374731;2468;25383;30086;7883;5608;21855;18544;10940;12462;26413;21529;27923;15732;27594;11180;3314;27134;33462;21014;18109
119835;740;79;9.367088607594937;0.7301587301587301;23;5.3569442475664441;3314;31281;234;13509;7883;27923;25383;40074;45058;32226;36209;32412;33296;48483;23161;2000;48167;8634;33462;20766
119841;246;26;9.461538461538462;0.5096153846153846;18;4.4741995416455823;40864;46141;30086;8248;21014;27134;32412;17866;43450;7711;10701;14707;11594;16511;4914;49607;16241;38535;30976;45729
1199;200;34;5.882352941176471;0.47674418604651164;16;3.7800489485555522;25047;24486;43105;30086;4497;36909;12727;11554;11841;1671;34472;7499;8248;48483;6882;43913;12955;18544;29654;6946
119932;496;78;6.358974358974359;0.68;15;3.6644106521929864;31073;33263;8561;41383;38254;45912;24380;44876;5608;27639;21855;45444;683;7289;17866;39597;42141;21560;43968;45724
119966;302;32;9.4375;0.49056603773584906;16;3.6714899849621569;44449;7883;8532;5874;5608;30592;35957;9465;42411;34537;8491;44686;9213;8248;2000;12666;11946;25433;25827;22946
119994;547;78;7.012820512820513;0.6031746031746031;24;3.7433702078234946;7883;11554;44876;5608;9870;8248;7167;31851;33403;47357;45286;23983;31869;11946;25452;42658;31073;27134;25683;38254
120009;442;51;8.666666666666666;0.6404494382022472;19;4.4482206180299406;24486;7883;5005;21014;32412;23161;17946;15277;35116;40232;44670;46141;5608;14707;4263;234;47586;10424;15741;33462
120065;238;24;9.916666666666666;0.49504950495049505;16;3.6105722377564988;5608;5271;8248;30074;25282;20774;16797;35749;38220;5467;48483;41383;8868;8561;40916;7430;40710;48388;6336;40637
120163;354;34;10.411764705882353;0.6767676767676768;22;5.6467617271817891;30592;8561;20249;7883;35282;40814;27852;44449;14634;21855;5659;40864;25047;16797;11594;1517;8532;29654;17866;18289
120166;385;63;6.111111111111111;0.5343511450381679;17;3.8315797765711979;38307;9870;41105;8561;15741;11946;16468;43450;49175;43955;20774;35736;27448;37914;21959;25047;35749;20712;16797;19553
120168;426;67;6.358208955223881;0.6132075471698113;16;3.3470995699909706;8491;16045;1962;12710;31073;43928;40534;42890;30354;2000;2632;20024;16584;21014;35775;35944;41653;26388;25023;32031
120222;194;37;5.243243243243243;0.42990654205607476;12;3.0129849116910755;7883;45724;8491;7167;31851;8248;11554;43450;3702;26388;48590;41883;40864;35749;47605;17798;27754;21855;11594;455
120230;370;50;7.4;0.5454545454545454;20;4.4216535830120461;8248;28950;40074;32412;38588;40112;21014;16584;19014;16943;6882;8634;379;2542;7711;41883;19096;19560;18489;14707
120238;237;47;5.042553191489362;0.48;14;2.9705617007161006;8248;8561;26388;48217;45724;21855;16198;18544;17866;7883;15732;41883;5882;38350;24486;24914;44913;2632;43315;23161
120240;200;21;9.523809523809524;0.4742268041237113;23;4.7288375698373022;30510;44449;39023;28950;15894;25282;5608;21959;41105;22298;15662;48122;7883;10940;1154;18339;30074;32412;45286;24486
120263;306;50;6.12;0.5981308411214953;14;3.3113287301600959;8248;15894;41883;45058;7883;8597;5467;2000;28751;28950;20774;16797;25723;32117;39706;5608;44623;40801;47161;455
120273;180;18;10;0.5844155844155844;26;6.1357199107789635;28242;19995;47120;43450;41440;16797;24031;22298;16468;26023;45912;921;11399;34472;15732;32412;31851;39943;45286;10949
120285;163;30;5.433333333333334;0.3953488372093023;21;3.9626126293866667;27923;7883;36958;15213;234;21663;44362;991;48167;3914;38141;40112;43861;42247;32492;7167;33296;35944;25213;26421
120294;276;22;12.545454545454545;0.6276595744680851;24;5.2073873599803498;7883;8248;47357;44152;22134;43450;19121;31786;2435;16303;26885;25047;11594;41372;14473;20774;8910;1874;42973;18544
120463;279;56;4.982142857142857;0.59;14;3.0420750778409101;40434;29467;12858;18719;25319;36606;35944;43861;16468;2000;31681;3376;15690;16812;21619;10265;18544;32937;24987;42289
120475;241;25;9.64;0.5543478260869565;20;5.3141321022345690;3314;16797;9870;22746;47607;14361;18580;34029;19553;39672;32013;45602;234;48007;17798;37214;11100;45588;26044;21363
120480;298;34;8.764705882352942;0.536;15;3.0157045865431983;8462;30976;33263;26891;38588;15357;3314;4345;31869;33296;45003;20034;9294;11399;15776;45534;6123;28230;7711;8685
120622;408;70;5.828571428571428;0.75;13;2.8487038932882461;47913;9465;7883;41105;33296;33209;7167;21014;26891;19522;30719;22078;28950;16797;19190;20088;20167;30013;30976;25282
120703;368;33;11.151515151515152;0.6415094339622641;22;4.8096336406815600;23161;21014;9870;8248;24486;26885;30013;45194;45444;22078;44449;21855;10400;17696;837;12013;41105;22068;24914;11703
120800;419;36;11.63888888888889;0.6737588652482269;25;6.2753612430009741;8248;13509;48217;1822;6053;24486;32412;25383;16243;20283;59;3314;7883;33462;45912;28324;41883;44652;8910;15894
120814;174;34;5.117647058823529;0.5121951219512195;15;3.3372525978656132;16468;5608;45939;47796;4943;7167;875;22282;25785;40115;26891;39037;2000;20283;44362;34687;20626;12955;13373;44554
120837;511;78;6.551282051282051;0.6354166666666666;14;3.0606316125051488;27923;9870;43450;12895;25047;28950;234;38307;18544;4720;32024;7332;30074;34472;42266;30086;29864;15732;31281;48167
120840;453;79;5.734177215189874;0.660377358490566;15;3.1079256036681018;8248;7883;10265;2000;21746;8910;455;683;42973;29654;18324;10940;11841;34133;12727;33462;2632;28253;334;31869
120873;293;52;5.634615384615385;0.5957446808510638;23;4.0050401880622830;7883;8248;30086;9870;10039;43390;14057;27852;21746;2799;30592;455;13424;25282;30976;44449;15591;18544;41414;37255
120899;567;62;9.14516129032258;0.5967741935483871;18;4.0482612102009895;44449;8561;21014;28230;28950;39379;8980;49607;46141;2468;4060;18446;32412;7167;9213;27923;25383;27552;34406;5882
120950;234;22;10.636363636363637;0.5727272727272728;23;5.4645651118338650;44449;10985;31869;3314;30086;26891;4060;8248;7167;7883;45534;8353;48590;30074;31028;30719;15776;18448;49606;41577
121005;279;43;6.488372093023256;0.6206896551724138;17;3.8567942092541042;40320;21855;29654;23161;25213;18719;11399;47357;29870;8117;11554;15894;23463;5608;13425;35612;11317;20774;27448;43153
121028;471;18;26.166666666666668;0.6283783783783784;31;3.5686543847292159;30592;44449;2468;25383;27134;25780;25213;2000;3314;10039;40637;5882;8561;47357;8248;7883;5271;31894;33462;31161
121043;557;52;10.711538461538462;0.6527777777777778;20;4.0936897324959405;21014;40864;38043;19284;12666;2530;5882;20310;42309;3314;40320;30510;7883;5005;44820;11020;16468;45912;30074;43450
121066;269;40;6.725;0.6666666666666666;16;3.6373243194865378;17866;7883;8248;28242;43450;42155;40864;5659;12730;38558;11594;9157;25248;24031;24304;15852;15741;4646;8532;756
121087;615;76;8.092105263157896;0.625;16;3.5746426640209223;24661;13509;14742;27923;47159;34406;7919;38588;8634;27147;25498;26023;43430;7711;45724;48217;45444;4325;40866;46403
121140;335;62;5.403225806451613;0.5825242718446602;15;3.2211375519377370;8491;8248;32582;31366;23161;7883;5659;42445;38307;27448;4636;6715;42292;12013;47586;10424;17866;10949;4497;42411
121210;331;52;6.365384615384615;0.6470588235294118;15;3.1187531832124658;9870;16797;3314;31869;32492;40320;33296;7167;7883;33462;334;37859;2468;16679;34778;2992;21746;15277;25282;683
121279;257;19;13.526315789473685;0.4766355140186916;21;3.5647724105728386;3314;9870;8248;33462;13509;46141;25498;23161;21014;2000;32582;32412;25383;40320;47357;7883;43450;40540;334;26388
121293;309;27;11.444444444444445;0.5252525252525253;23;3.9548736567715587;8561;11554;21855;29654;29467;17866;26388;7883;30086;31851;26023;2000;8248;4934;2632;39037;3376;26917;30162;3170
121300;571;34;16.794117647058822;0.7272727272727273;28;6.8524687511684247;16231;11594;21855;26310;7883;8248;39880;27134;24486;25433;20831;41921;34406;43450;6882;44152;19448;47325;45244;15732
121327;815;78;10.448717948717949;0.7920792079207921;18;4.0021015125576858;43593;5673;39119;39495;31244;30146;33938;32208;20626;24842;20283;10265;32365;11946;40711;43861;16268;12666;16468;10293
121350;485;39;12.435897435897436;0.65;23;4.8220702684028055;11946;30592;16110;9213;33209;12666;46712;46039;5005;31256;19143;9465;7883;30074;8117;2468;43541;44449;31770;24031
121360;504;36;14;0.6302521008403361;22;4.1196393739535711;11554;21855;2000;12462;28242;7883;5005;31851;41383;8051;48279;24380;2468;13465;25047;11594;14634;40864;39379;33573
12157;395;52;7.596153846153846;0.5283018867924528;16;3.3969976096813780;26891;28230;38057;16468;39379;21959;12825;5608;26885;29654;8248;29864;28827;29290;7919;8051;36209;46858;44360;43973
121575;464;58;8;0.627906976744186;21;4.9311042854196676;3314;15444;28950;30592;25383;15357;37289;6336;11399;23983;23406;15741;17242;2000;35282;43450;33462;2132;2634;16425
121585;245;29;8.448275862068966;0.5391304347826087;21;4.3800375642269792;30086;44449;9870;7883;33296;47357;11554;25498;21506;15213;21746;25047;30592;20167;25282;20712;11594;41372;37214;40864
12165;239;31;7.709677419354839;0.4827586206896552;18;4.4436737683070058;44449;30592;26023;2000;25780;31326;19143;26891;8248;9393;23161;31851;8532;46039;48590;43450;40556;426;26885;10151
121667;283;37;7.648648648648648;0.5135135135135135;19;4.5959898958900163;3314;26044;5608;19553;2000;7883;25209;45636;43390;40540;15776;16468;33436;11554;17229;7043;26129;991;47192;15971
121801;231;23;10.043478260869565;0.5268817204301075;20;4.8661937792522403;11946;29290;38558;20774;44449;47357;45003;42023;8004;9213;47120;48165;41383;6336;9870;9933;43304;8051;40540;5882
12184;394;50;7.88;0.5470085470085471;16;3.4913303703748863;8248;45003;9870;31851;43450;10701;39706;32387;42288;5524;33263;36209;3702;38057;32359;26388;35957;23983;25780;15547
121840;561;34;16.5;0.6461538461538462;25;6.0665501154305404;9465;25433;44449;47913;25637;7167;34406;23161;24486;29473;20831;31851;39767;33209;41597;9213;46039;42411;25383;11168
12186;496;50;9.92;0.6831683168316832;30;6.3978312651991052;30086;40112;16468;33744;12825;28950;455;40864;39379;44670;4646;756;15741;29467;10424;19053;11399;11841;35293;24568
121860;595;79;7.531645569620253;0.6111111111111112;17;3.6333054916763474;7883;11554;31869;31851;5005;7167;25383;27134;19995;2000;8248;28242;3314;29290;3311;22362;43450;6882;16679;26023
12190;477;42;11.357142857142858;0.6476190476190476;22;4.6266535795267550;3314;5467;8597;28950;5608;41372;234;13509;33340;18544;17507;27923;40112;34472;31711;25498;16468;18339;43861;48167
121968;370;50;7.4;0.6534653465346535;15;3.3986792152486626;25383;34406;19143;11946;2000;8248;42508;48590;41383;23023;24380;2468;40556;44449;5608;38634;426;44876;15277;28950
121979;373;49;7.612244897959184;0.6326530612244898;19;4.1774011385200780;25282;32226;8491;34133;45058;48217;5659;41970;13509;234;32108;29775;36641;33504;49393;12462;16246;11554;15347;10039
121990;253;22;11.5;0.5294117647058824;18;3.8016287236368772;21014;43450;48217;38043;16679;14707;13509;24913;30840;234;39379;4263;26885;21855;38558;683;48331;18507;10424;16103
122003;532;71;7.492957746478873;0.6216216216216216;15;2.6719347695022139;21855;25383;35957;33403;40112;7883;8248;16468;2468;19096;30592;29701;15277;13287;26885;48494;5608;5659;29467;18544
122073;262;20;13.1;0.5555555555555556;24;6.1464581157298268;8248;21855;28242;48483;7883;43450;33436;15277;20774;8910;28950;24031;45939;42289;18544;17866;23406;34133;10546;42141
122166;294;50;5.88;0.5979381443298969;16;3.0481844713580855;48217;455;39379;25076;16198;12013;29654;39880;25216;25510;4497;23161;921;29864;34406;25445;24486;46029;8491;27923
122187;182;27;6.7407407407407405;0.4946236559139785;12;3.0833622082270041;35944;37936;33219;3682;5147;24746;28478;33403;30448;13455;2000;16468;8248;2632;25452;25216;35732;7167;18890;12932
122233;595;78;7.628205128205129;0.6571428571428571;21;4.2886409143737941;21855;33263;24486;16945;27852;21506;16425;38307;44629;16231;25047;29654;29467;12013;11897;11399;991;15732;8491;38786
12232;132;26;5.076923076923077;0.3902439024390244;19;3.9183984169359493;8717;30146;35749;2000;27923;8248;45058;40112;7883;7167;44152;8634;19014;30074;25282;21746;21959;28315;26765;30976
122384;366;31;11.806451612903226;0.5454545454545454;21;5.1017601853916371;7883;8248;12066;7499;43196;8886;10265;45869;11703;21014;24486;27134;34877;48483;40590;5882;46805;3314;30510;19053
122445;148;18;8.222222222222221;0.5176470588235295;22;6.8647056023208998;24486;8491;43861;48217;25047;16198;25076;13509;17866;14226;6707;41653;43450;27443;46029;37182;43098;33192;27923;27134
12249;312;44;7.090909090909091;0.5578947368421052;15;3.8387145487639710;28950;21014;42141;15720;11399;23161;33209;4345;47357;6236;30719;33462;991;48217;47382;45325;49607;48941;30976;39379
122602;236;38;6.2105263157894735;0.5754716981132075;15;3.3301074955204066;17798;8248;2000;49280;11946;32719;45003;41383;15731;48590;8634;22746;7228;14361;39706;47161;40267;41970;30840;35736
122781;409;40;10.225;0.7171717171717171;30;7.6577010006518677;8561;31073;30074;42155;6715;35749;20167;16198;1874;15894;18041;12436;11946;12666;18295;19143;19014;18508;11180;35944
122787;281;20;14.05;0.53;25;4.9891988598529418;24486;16246;26405;3314;5005;9870;30979;14361;11554;36230;13825;22746;48217;48007;42445;38307;2946;14634;19553;40033
122790;322;26;12.384615384615385;0.49523809523809526;19;4.2339288900681653;5467;28950;44449;45058;23161;33263;15357;8597;7167;30086;11399;33296;30074;23023;991;1861;10400;41372;26885;37250
122829;521;51;10.215686274509803;0.6544117647058824;23;5.5903979303451953;8248;48483;33209;30086;26891;25922;21014;6882;43973;683;44449;46141;2992;49607;8910;39526;15894;20787;25047;17280
122847;567;56;10.125;0.6503496503496503;24;4.7599178755329573;28950;16797;2468;27257;25383;27134;3314;40115;9870;17866;334;38254;7332;11180;16679;13562;18508;25047;5659;39379
122848;737;79;9.329113924050633;0.7717391304347826;24;4.9139297527600092;991;7167;35282;48217;18158;14226;5005;43450;5467;45912;30074;30510;33209;23983;17866;10459;29467;23613;12013;37532
122851;232;58;4;0.6049382716049383;19;3.0145844320976671;2000;5882;4720;11554;13287;10259;29654;23660;28411;28242;19096;23161;24486;27134;35459;34406;3458;31851;30086;43450
122866;408;61;6.688524590163935;0.5727272727272728;16;3.2534135079254701;3314;7043;15277;20774;38307;5608;14707;19114;24913;234;16243;25269;36610;45296;24891;37316;24492;45978;23983;46717
122875;201;46;4.369565217391305;0.5274725274725275;10;2.6945104329784941;26891;3314;27923;28242;16110;21014;334;4263;48804;30976;30592;40232;26885;4914;44246;44449;5659;24031;49437;18580
122942;128;13;9.846153846153847;0.3855421686746988;14;3.3873823188944844;44449;2000;21014;27923;25383;9213;30074;34795;41372;37250;30592;26885;40232;1861;28315;22854;11168;41105;8532;9465
12300;357;30;11.9;0.6153846153846154;19;4.6486928084770462;44449;11946;30086;47913;46039;19143;12666;11399;9213;8353;23023;6882;48217;45724;12876;35612;34795;37250;31770;16797
123016;586;45;13.022222222222222;0.7378640776699029;24;5.4417948613606626;24486;38254;48217;45444;40801;4609;38307;6715;5659;28857;25076;20774;25282;16198;18544;41105;17866;29141;26023;30086
123030;297;36;8.25;0.5806451612903226;17;4.0098094005290861;40320;9870;8576;15591;35116;5608;16797;31506;18544;2000;32412;45286;16468;27923;30074;304;38721;3862;47357;15357
123060;182;8;22.75;0.5113636363636364;32;7.3436075214142149;12462;11399;15357;35957;47357;35612;16740;28950;18544;22153;31660;45327;15155;33462;38588;3862;6882;9870;20633;18221
123120;212;15;14.133333333333333;0.6375;34;8.4334933167584549;40115;11554;38141;43450;47605;44876;9446;26885;190;32306;21855;30146;40502;21663;10424;15741;46397;31894;23161;27134
123135;460;71;6.47887323943662;0.5963302752293578;16;3.4717601749362875;40320;3314;22746;14361;36209;27134;24486;8248;47357;1864;25213;28242;31564;20018;47607;5874;4343;44913;26388;17946
123143;336;77;4.363636363636363;0.5037593984962406;12;2.5593435163044762;8561;30592;42155;25383;31073;9213;46039;8248;25780;43083;906;45003;19143;11946;30074;14709;23629;30248;30976;426
123219;385;34;11.323529411764707;0.49107142857142855;18;2.6823846043726468;8248;43593;19843;31244;33938;39495;23161;41348;42973;46488;46004;1365;11916;35336;32220;13296;33239;15786;45724;46094
123245;283;76;3.723684210526316;0.5217391304347826;14;2.4088652056408985;7883;4345;7167;15357;33296;5271;24486;25418;6882;47913;3421;5823;25047;22926;44449;25282;30976;21855;30592;11999
